"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Giorno 1: Petto, dorso e bicipiti","5 Dec 2024, 07:29","5 Dec 2024, 08:15","","Chin Up",,"",0,"normal",,8,,,
"Giorno 1: Petto, dorso e bicipiti","5 Dec 2024, 07:29","5 Dec 2024, 08:15","","Chin Up",,"",1,"normal",,8,,,
"Giorno 1: Petto, dorso e bicipiti","5 Dec 2024, 07:29","5 Dec 2024, 08:15","","Chin Up",,"",2,"normal",,8,,,
"Giorno 1: Petto, dorso e bicipiti","5 Dec 2024, 07:29","5 Dec 2024, 08:15","","Rear Delt Reverse Fly (Cable)",,"",0,"normal",5,12,,,
"Giorno 1: Petto, dorso e bicipiti","5 Dec 2024, 07:29","5 Dec 2024, 08:15","","Rear Delt Reverse Fly (Cable)",,"",1,"normal",,12,,,
"Allenamento mattutino ☀️","4 Dec 2024, 07:12","4 Dec 2024, 08:05","","Shoulder Press (Machine Plates)",,"",0,"normal",45,8,,,
"Allenamento mattutino ☀️","4 Dec 2024, 07:12","4 Dec 2024, 08:05","","Shoulder Press (Machine Plates)",,"",1,"normal",45,8,,,
"Allenamento mattutino ☀️","4 Dec 2024, 07:12","4 Dec 2024, 08:05","","Shoulder Press (Machine Plates)",,"",2,"normal",45,8,,,
"Allenamento mattutino ☀️","4 Dec 2024, 07:12","4 Dec 2024, 08:05","","Lateral Raise (Cable)",,"",0,"normal",5,10,,,
"Allenamento mattutino ☀️","4 Dec 2024, 07:12","4 Dec 2024, 08:05","","Lateral Raise (Cable)",,"",1,"normal",5,10,,,
"Allenamento mattutino ☀️","4 Dec 2024, 07:12","4 Dec 2024, 08:05","","Lateral Raise (Cable)",,"",2,"normal",5,10,,,
"Allenamento mattutino ☀️","4 Dec 2024, 07:12","4 Dec 2024, 08:05","","Skullcrusher (Dumbbell)",,"",0,"normal",12,12,,,
"Allenamento mattutino ☀️","4 Dec 2024, 07:12","4 Dec 2024, 08:05","","Skullcrusher (Dumbbell)",,"",1,"normal",12,12,,,
"Allenamento mattutino ☀️","4 Dec 2024, 07:12","4 Dec 2024, 08:05","","Skullcrusher (Dumbbell)",,"",2,"normal",10,12,,,
"Allenamento mattutino ☀️","4 Dec 2024, 07:12","4 Dec 2024, 08:05","","Bicep Curl (Cable)",,"",0,"normal",17.5,12,,,
"Allenamento mattutino ☀️","4 Dec 2024, 07:12","4 Dec 2024, 08:05","","Bicep Curl (Cable)",,"",1,"normal",22.5,10,,,
"Allenamento mattutino ☀️","4 Dec 2024, 07:12","4 Dec 2024, 08:05","","Bicep Curl (Cable)",,"",2,"normal",25,8,,,
"Allenamento mattutino ☀️","4 Dec 2024, 07:12","4 Dec 2024, 08:05","","Incline Chest Fly (Dumbbell)",,"",0,"normal",12.5,8,,,
"Allenamento mattutino ☀️","4 Dec 2024, 07:12","4 Dec 2024, 08:05","","Incline Chest Fly (Dumbbell)",,"",1,"normal",12.5,12,,,
"Allenamento mattutino ☀️","4 Dec 2024, 07:12","4 Dec 2024, 08:05","","Incline Chest Fly (Dumbbell)",,"",2,"normal",12.5,12,,,
"Allenamento mattutino ☀️","4 Dec 2024, 07:12","4 Dec 2024, 08:05","","Single Arm Tricep Extension (Dumbbell)",,"",0,"normal",12.5,12,,,
"Allenamento mattutino ☀️","4 Dec 2024, 07:12","4 Dec 2024, 08:05","","Single Arm Tricep Extension (Dumbbell)",,"",1,"normal",12.5,12,,,
"Allenamento mattutino ☀️","4 Dec 2024, 07:12","4 Dec 2024, 08:05","","Single Arm Tricep Extension (Dumbbell)",,"",2,"normal",12.5,12,,,
"Giorno 3: Total body","29 Nov 2024, 12:51","29 Nov 2024, 13:50","","Front Raise (Dumbbell)",,"",0,"normal",7,12,,,
"Giorno 3: Total body","29 Nov 2024, 12:51","29 Nov 2024, 13:50","","Front Raise (Dumbbell)",,"",1,"normal",7,12,,,
"Giorno 3: Total body","29 Nov 2024, 12:51","29 Nov 2024, 13:50","","Front Raise (Dumbbell)",,"",2,"normal",7,12,,,
"Giorno 3: Total body","29 Nov 2024, 12:51","29 Nov 2024, 13:50","","Concentration Curl",,"",0,"normal",15,12,,,
"Giorno 3: Total body","29 Nov 2024, 12:51","29 Nov 2024, 13:50","","Concentration Curl",,"",1,"normal",15,12,,,
"Giorno 3: Total body","29 Nov 2024, 12:51","29 Nov 2024, 13:50","","Concentration Curl",,"",2,"normal",15,12,,,
"Giorno 3: Total body","29 Nov 2024, 12:51","29 Nov 2024, 13:50","","Seated Incline Curl (Dumbbell)",,"",0,"normal",15,12,,,
"Giorno 3: Total body","29 Nov 2024, 12:51","29 Nov 2024, 13:50","","Seated Incline Curl (Dumbbell)",,"",1,"normal",15,10,,,
"Giorno 3: Total body","29 Nov 2024, 12:51","29 Nov 2024, 13:50","","Seated Incline Curl (Dumbbell)",,"",2,"normal",15,8,,,
"Giorno 3: Total body","29 Nov 2024, 12:51","29 Nov 2024, 13:50","","Cable Fly Crossovers",,"",0,"normal",7.5,12,,,
"Giorno 3: Total body","29 Nov 2024, 12:51","29 Nov 2024, 13:50","","Cable Fly Crossovers",,"",1,"normal",10,12,,,
"Giorno 3: Total body","29 Nov 2024, 12:51","29 Nov 2024, 13:50","","Cable Fly Crossovers",,"",2,"normal",10,12,,,
"Giorno 3: Total body","29 Nov 2024, 12:51","29 Nov 2024, 13:50","","Dumbbell Row",,"",0,"normal",15,12,,,
"Giorno 3: Total body","29 Nov 2024, 12:51","29 Nov 2024, 13:50","","Dumbbell Row",,"",1,"normal",15,12,,,
"Giorno 3: Total body","29 Nov 2024, 12:51","29 Nov 2024, 13:50","","Dumbbell Row",,"",2,"normal",15,12,,,
"Giorno 3: Total body","29 Nov 2024, 12:51","29 Nov 2024, 13:50","","Alzate Laterali (Manubri) - Panca Inclinata",,"",0,"normal",8,10,,,
"Giorno 3: Total body","29 Nov 2024, 12:51","29 Nov 2024, 13:50","","Alzate Laterali (Manubri) - Panca Inclinata",,"",1,"normal",8,10,,,
"Giorno 3: Total body","29 Nov 2024, 12:51","29 Nov 2024, 13:50","","Alzate Laterali (Manubri) - Panca Inclinata",,"",2,"normal",8,10,,,
"Giorno 3: Total body","29 Nov 2024, 12:51","29 Nov 2024, 13:50","","Triceps Pushdown",,"",0,"normal",35,8,,,
"Giorno 3: Total body","29 Nov 2024, 12:51","29 Nov 2024, 13:50","","Triceps Pushdown",,"",1,"normal",35,10,,,
"Giorno 3: Total body","29 Nov 2024, 12:51","29 Nov 2024, 13:50","","Triceps Pushdown",,"",2,"normal",35,12,,,
"Allenamento mattutino ☀️","28 Nov 2024, 07:44","28 Nov 2024, 08:29","","Stretching",,"",0,"normal",,,,900,
"Allenamento mattutino ☀️","28 Nov 2024, 07:44","28 Nov 2024, 08:29","","Glute Bridge",,"",0,"normal",,20,,,
"Allenamento mattutino ☀️","28 Nov 2024, 07:44","28 Nov 2024, 08:29","","Glute Bridge",,"",1,"normal",,20,,,
"Allenamento mattutino ☀️","28 Nov 2024, 07:44","28 Nov 2024, 08:29","","Glute Bridge",,"",2,"normal",,20,,,
"Allenamento mattutino ☀️","28 Nov 2024, 07:44","28 Nov 2024, 08:29","","Bicep Curl (Dumbbell)",,"",0,"normal",12.5,12,,,
"Allenamento mattutino ☀️","28 Nov 2024, 07:44","28 Nov 2024, 08:29","","Bicep Curl (Dumbbell)",,"",1,"normal",12.5,12,,,
"Allenamento mattutino ☀️","28 Nov 2024, 07:44","28 Nov 2024, 08:29","","Bicep Curl (Dumbbell)",,"",2,"normal",14,8,,,
"Allenamento mattutino ☀️","28 Nov 2024, 07:44","28 Nov 2024, 08:29","","Arnold Press (Dumbbell)",,"",0,"normal",12.5,12,,,
"Allenamento mattutino ☀️","28 Nov 2024, 07:44","28 Nov 2024, 08:29","","Arnold Press (Dumbbell)",,"",1,"normal",12.5,12,,,
"Allenamento mattutino ☀️","28 Nov 2024, 07:44","28 Nov 2024, 08:29","","Arnold Press (Dumbbell)",,"",2,"normal",10,10,,,
"Allenamento mattutino ☀️","28 Nov 2024, 07:44","28 Nov 2024, 08:29","","Single Arm Tricep Extension (Dumbbell)",,"",0,"normal",12.5,12,,,
"Allenamento mattutino ☀️","28 Nov 2024, 07:44","28 Nov 2024, 08:29","","Single Arm Tricep Extension (Dumbbell)",,"",1,"normal",12.5,12,,,
"Allenamento mattutino ☀️","28 Nov 2024, 07:44","28 Nov 2024, 08:29","","Single Arm Tricep Extension (Dumbbell)",,"",2,"normal",12.5,10,,,
"Allenamento mattutino ☀️","28 Nov 2024, 07:44","28 Nov 2024, 08:29","","Lateral Raise (Dumbbell)",,"",0,"normal",10,8,,,
"Allenamento mattutino ☀️","28 Nov 2024, 07:44","28 Nov 2024, 08:29","","Lateral Raise (Dumbbell)",,"",1,"normal",10,8,,,
"Allenamento mattutino ☀️","28 Nov 2024, 07:44","28 Nov 2024, 08:29","","Lateral Raise (Dumbbell)",,"",2,"normal",10,8,,,
"Allenamento pomeridiano 💪","22 Nov 2024, 16:07","22 Nov 2024, 17:07","","Bench Press (Barbell)",,"",0,"normal",70,8,,,
"Allenamento pomeridiano 💪","22 Nov 2024, 16:07","22 Nov 2024, 17:07","","Bench Press (Barbell)",,"",1,"normal",70,8,,,
"Allenamento pomeridiano 💪","22 Nov 2024, 16:07","22 Nov 2024, 17:07","","Bench Press (Barbell)",,"",2,"normal",70,6,,,
"Allenamento pomeridiano 💪","22 Nov 2024, 16:07","22 Nov 2024, 17:07","","Bench Press (Barbell)",,"",3,"normal",70,5,,,
"Allenamento pomeridiano 💪","22 Nov 2024, 16:07","22 Nov 2024, 17:07","","Incline Bench Press (Dumbbell)",,"",0,"normal",35,8,,,
"Allenamento pomeridiano 💪","22 Nov 2024, 16:07","22 Nov 2024, 17:07","","Incline Bench Press (Dumbbell)",,"",1,"normal",35,12,,,
"Allenamento pomeridiano 💪","22 Nov 2024, 16:07","22 Nov 2024, 17:07","","Incline Bench Press (Dumbbell)",,"",2,"normal",32,12,,,
"Allenamento pomeridiano 💪","22 Nov 2024, 16:07","22 Nov 2024, 17:07","","Incline Bench Press (Barbell)",,"",0,"normal",50,10,,,
"Allenamento pomeridiano 💪","22 Nov 2024, 16:07","22 Nov 2024, 17:07","","Incline Bench Press (Barbell)",,"",1,"normal",50,10,,,
"Allenamento pomeridiano 💪","22 Nov 2024, 16:07","22 Nov 2024, 17:07","","Incline Bench Press (Barbell)",,"",2,"normal",50,10,,,
"Allenamento pomeridiano 💪","22 Nov 2024, 16:07","22 Nov 2024, 17:07","","Chest Fly (Dumbbell)",,"",0,"normal",25,10,,,
"Allenamento pomeridiano 💪","22 Nov 2024, 16:07","22 Nov 2024, 17:07","","Chest Fly (Dumbbell)",,"",1,"normal",25,10,,,
"Allenamento pomeridiano 💪","22 Nov 2024, 16:07","22 Nov 2024, 17:07","","Chest Fly (Dumbbell)",,"",2,"normal",25,10,,,
"Giorno 3: Total body","21 Nov 2024, 07:50","21 Nov 2024, 08:54","","Leg Press Horizontal (Machine)",,"",0,"normal",100,10,,,
"Giorno 3: Total body","21 Nov 2024, 07:50","21 Nov 2024, 08:54","","Leg Press Horizontal (Machine)",,"",1,"normal",100,10,,,
"Giorno 3: Total body","21 Nov 2024, 07:50","21 Nov 2024, 08:54","","Leg Press Horizontal (Machine)",,"",2,"normal",100,10,,,
"Giorno 3: Total body","21 Nov 2024, 07:50","21 Nov 2024, 08:54","","Alzate Laterali (Manubri) - Panca Inclinata",,"",0,"normal",8,10,,,
"Giorno 3: Total body","21 Nov 2024, 07:50","21 Nov 2024, 08:54","","Alzate Laterali (Manubri) - Panca Inclinata",,"",1,"normal",8,10,,,
"Giorno 3: Total body","21 Nov 2024, 07:50","21 Nov 2024, 08:54","","Alzate Laterali (Manubri) - Panca Inclinata",,"",2,"normal",8,10,,,
"Giorno 3: Total body","21 Nov 2024, 07:50","21 Nov 2024, 08:54","","Concentration Curl",,"",0,"normal",15,10,,,
"Giorno 3: Total body","21 Nov 2024, 07:50","21 Nov 2024, 08:54","","Concentration Curl",,"",1,"normal",15,10,,,
"Giorno 3: Total body","21 Nov 2024, 07:50","21 Nov 2024, 08:54","","Concentration Curl",,"",2,"normal",15,10,,,
"Giorno 3: Total body","21 Nov 2024, 07:50","21 Nov 2024, 08:54","","Seated Incline Curl (Dumbbell)",,"",0,"normal",15,10,,,
"Giorno 3: Total body","21 Nov 2024, 07:50","21 Nov 2024, 08:54","","Seated Incline Curl (Dumbbell)",,"",1,"normal",15,12,,,
"Giorno 3: Total body","21 Nov 2024, 07:50","21 Nov 2024, 08:54","","Seated Incline Curl (Dumbbell)",,"",2,"normal",15,12,,,
"Giorno 3: Total body","21 Nov 2024, 07:50","21 Nov 2024, 08:54","","Single Arm Tricep Extension (Dumbbell)",,"",0,"normal",12.5,10,,,
"Giorno 3: Total body","21 Nov 2024, 07:50","21 Nov 2024, 08:54","","Single Arm Tricep Extension (Dumbbell)",,"",1,"normal",12.5,8,,,
"Giorno 3: Total body","21 Nov 2024, 07:50","21 Nov 2024, 08:54","","Single Arm Tricep Extension (Dumbbell)",,"",2,"normal",12.5,10,,,
"Giorno 3: Total body","21 Nov 2024, 07:50","21 Nov 2024, 08:54","","Cable Fly Crossovers",,"",0,"normal",7.5,12,,,
"Giorno 3: Total body","21 Nov 2024, 07:50","21 Nov 2024, 08:54","","Cable Fly Crossovers",,"",1,"normal",10,12,,,
"Giorno 3: Total body","21 Nov 2024, 07:50","21 Nov 2024, 08:54","","Cable Fly Crossovers",,"",2,"normal",10,12,,,
"Giorno 3: Total body","21 Nov 2024, 07:50","21 Nov 2024, 08:54","","Lat Pulldown (Cable)",,"",0,"normal",55,10,,,
"Giorno 3: Total body","21 Nov 2024, 07:50","21 Nov 2024, 08:54","","Lat Pulldown (Cable)",,"",1,"normal",65,7,,,
"Giorno 3: Total body","21 Nov 2024, 07:50","21 Nov 2024, 08:54","","Lat Pulldown (Cable)",,"",2,"normal",65,8,,,
"Giorno 3: Total body","14 Nov 2024, 14:18","14 Nov 2024, 15:18","","Leg Press Horizontal (Machine)",,"",0,"normal",100,10,,,
"Giorno 3: Total body","14 Nov 2024, 14:18","14 Nov 2024, 15:18","","Leg Press Horizontal (Machine)",,"",1,"normal",100,10,,,
"Giorno 3: Total body","14 Nov 2024, 14:18","14 Nov 2024, 15:18","","Leg Press Horizontal (Machine)",,"",2,"normal",100,8,,,
"Giorno 3: Total body","14 Nov 2024, 14:18","14 Nov 2024, 15:18","","Concentration Curl",,"",0,"normal",14,10,,,
"Giorno 3: Total body","14 Nov 2024, 14:18","14 Nov 2024, 15:18","","Concentration Curl",,"",1,"normal",14,10,,,
"Giorno 3: Total body","14 Nov 2024, 14:18","14 Nov 2024, 15:18","","Concentration Curl",,"",2,"normal",14,10,,,
"Giorno 3: Total body","14 Nov 2024, 14:18","14 Nov 2024, 15:18","","Single Arm Tricep Extension (Dumbbell)",,"",0,"normal",12.5,12,,,
"Giorno 3: Total body","14 Nov 2024, 14:18","14 Nov 2024, 15:18","","Single Arm Tricep Extension (Dumbbell)",,"",1,"normal",12.5,12,,,
"Giorno 3: Total body","14 Nov 2024, 14:18","14 Nov 2024, 15:18","","Single Arm Tricep Extension (Dumbbell)",,"",2,"normal",12.5,12,,,
"Giorno 3: Total body","14 Nov 2024, 14:18","14 Nov 2024, 15:18","","Seated Cable Row - Bar Grip",,"",0,"normal",50,12,,,
"Giorno 3: Total body","14 Nov 2024, 14:18","14 Nov 2024, 15:18","","Seated Cable Row - Bar Grip",,"",1,"normal",50,12,,,
"Giorno 3: Total body","14 Nov 2024, 14:18","14 Nov 2024, 15:18","","Seated Cable Row - Bar Grip",,"",2,"normal",50,12,,,
"Giorno 3: Total body","14 Nov 2024, 14:18","14 Nov 2024, 15:18","","Cable Fly Crossovers",,"",0,"normal",12.5,12,,,
"Giorno 3: Total body","14 Nov 2024, 14:18","14 Nov 2024, 15:18","","Cable Fly Crossovers",,"",1,"normal",12.5,12,,,
"Giorno 3: Total body","14 Nov 2024, 14:18","14 Nov 2024, 15:18","","Cable Fly Crossovers",,"",2,"normal",12.5,12,,,
"Allenamento pomeridiano 💪","19 Nov 2024, 17:24","19 Nov 2024, 18:59","","Arnold Press (Dumbbell)",,"In superserie 12+12",0,"normal",10,12,,,
"Allenamento pomeridiano 💪","19 Nov 2024, 17:24","19 Nov 2024, 18:59","","Arnold Press (Dumbbell)",,"In superserie 12+12",1,"normal",10,10,,,
"Allenamento pomeridiano 💪","19 Nov 2024, 17:24","19 Nov 2024, 18:59","","Arnold Press (Dumbbell)",,"In superserie 12+12",2,"normal",10,10,,,
"Allenamento pomeridiano 💪","19 Nov 2024, 17:24","19 Nov 2024, 18:59","","Concentration Curl",,"",0,"normal",15,10,,,
"Allenamento pomeridiano 💪","19 Nov 2024, 17:24","19 Nov 2024, 18:59","","Concentration Curl",,"",1,"normal",15,10,,,
"Allenamento pomeridiano 💪","19 Nov 2024, 17:24","19 Nov 2024, 18:59","","Concentration Curl",,"",2,"normal",15,10,,,
"Allenamento pomeridiano 💪","19 Nov 2024, 17:24","19 Nov 2024, 18:59","","Lateral Raise (Dumbbell)",,"",0,"normal",10,8,,,
"Allenamento pomeridiano 💪","19 Nov 2024, 17:24","19 Nov 2024, 18:59","","Lateral Raise (Dumbbell)",,"",1,"normal",10,8,,,
"Allenamento pomeridiano 💪","19 Nov 2024, 17:24","19 Nov 2024, 18:59","","Lateral Raise (Dumbbell)",,"",2,"normal",10,8,,,
"Allenamento pomeridiano 💪","19 Nov 2024, 17:24","19 Nov 2024, 18:59","","Triceps Pushdown",,"2 carrucole",0,"normal",54,12,,,
"Allenamento pomeridiano 💪","19 Nov 2024, 17:24","19 Nov 2024, 18:59","","Triceps Pushdown",,"2 carrucole",1,"normal",59,12,,,
"Allenamento pomeridiano 💪","19 Nov 2024, 17:24","19 Nov 2024, 18:59","","Triceps Pushdown",,"2 carrucole",2,"normal",59,12,,,
"Allenamento pomeridiano 💪","19 Nov 2024, 17:24","19 Nov 2024, 18:59","","Triceps Dip",,"",0,"normal",,10,,,
"Allenamento pomeridiano 💪","19 Nov 2024, 17:24","19 Nov 2024, 18:59","","Triceps Dip",,"",1,"normal",,10,,,
"Allenamento pomeridiano 💪","19 Nov 2024, 17:24","19 Nov 2024, 18:59","","Triceps Dip",,"",2,"normal",,10,,,
"Allenamento pomeridiano 💪","19 Nov 2024, 17:24","19 Nov 2024, 18:59","","Squat (Barbell)",,"",0,"normal",60,8,,,
"Allenamento pomeridiano 💪","19 Nov 2024, 17:24","19 Nov 2024, 18:59","","Squat (Barbell)",,"",1,"normal",60,8,,,
"Allenamento pomeridiano 💪","19 Nov 2024, 17:24","19 Nov 2024, 18:59","","Squat (Barbell)",,"",2,"normal",60,8,,,
"Allenamento pomeridiano 💪","19 Nov 2024, 17:24","19 Nov 2024, 18:59","","Incline Chest Fly (Dumbbell)",,"",0,"normal",15,12,,,
"Allenamento pomeridiano 💪","19 Nov 2024, 17:24","19 Nov 2024, 18:59","","Incline Chest Fly (Dumbbell)",,"",1,"normal",15,12,,,
"Allenamento pomeridiano 💪","19 Nov 2024, 17:24","19 Nov 2024, 18:59","","Incline Chest Fly (Dumbbell)",,"",2,"normal",15,12,,,
"Giorno 2: Gambe, spalle e tricipiti","14 Nov 2024, 07:09","14 Nov 2024, 07:54","","Squat (Barbell)",,"",0,"normal",40,8,,,
"Giorno 2: Gambe, spalle e tricipiti","14 Nov 2024, 07:09","14 Nov 2024, 07:54","","Squat (Barbell)",,"",1,"normal",40,8,,,
"Giorno 2: Gambe, spalle e tricipiti","14 Nov 2024, 07:09","14 Nov 2024, 07:54","","Squat (Barbell)",,"",2,"normal",40,8,,,
"Giorno 2: Gambe, spalle e tricipiti","14 Nov 2024, 07:09","14 Nov 2024, 07:54","","Leg Extension (Machine)",,"",0,"normal",65,8,,,
"Giorno 2: Gambe, spalle e tricipiti","14 Nov 2024, 07:09","14 Nov 2024, 07:54","","Leg Extension (Machine)",,"",1,"normal",70,8,,,
"Giorno 2: Gambe, spalle e tricipiti","14 Nov 2024, 07:09","14 Nov 2024, 07:54","","Leg Extension (Machine)",,"",2,"normal",70,8,,,
"Giorno 2: Gambe, spalle e tricipiti","14 Nov 2024, 07:09","14 Nov 2024, 07:54","","Lateral Raise (Dumbbell)",,"",0,"normal",9,8,,,
"Giorno 2: Gambe, spalle e tricipiti","14 Nov 2024, 07:09","14 Nov 2024, 07:54","","Lateral Raise (Dumbbell)",,"",1,"normal",9,10,,,
"Giorno 2: Gambe, spalle e tricipiti","14 Nov 2024, 07:09","14 Nov 2024, 07:54","","Lateral Raise (Dumbbell)",,"",2,"normal",9,10,,,
"Giorno 2: Gambe, spalle e tricipiti","14 Nov 2024, 07:09","14 Nov 2024, 07:54","","Arnold Press (Dumbbell)",,"",0,"normal",9,8,,,
"Giorno 2: Gambe, spalle e tricipiti","14 Nov 2024, 07:09","14 Nov 2024, 07:54","","Arnold Press (Dumbbell)",,"",1,"normal",9,10,,,
"Giorno 2: Gambe, spalle e tricipiti","14 Nov 2024, 07:09","14 Nov 2024, 07:54","","Arnold Press (Dumbbell)",,"",2,"normal",9,8,,,
"Giorno 2: Gambe, spalle e tricipiti","14 Nov 2024, 07:09","14 Nov 2024, 07:54","","Triceps Pushdown",,"",0,"normal",35,8,,,
"Giorno 2: Gambe, spalle e tricipiti","14 Nov 2024, 07:09","14 Nov 2024, 07:54","","Triceps Pushdown",,"",1,"normal",35,8,,,
"Giorno 2: Gambe, spalle e tricipiti","14 Nov 2024, 07:09","14 Nov 2024, 07:54","","Triceps Pushdown",,"",2,"normal",35,8,,,
"Giorno 2: Gambe, spalle e tricipiti","14 Nov 2024, 07:09","14 Nov 2024, 07:54","","Triceps Dip",,"",0,"normal",,10,,,
"Giorno 2: Gambe, spalle e tricipiti","14 Nov 2024, 07:09","14 Nov 2024, 07:54","","Triceps Dip",,"",1,"normal",,10,,,
"Giorno 2: Gambe, spalle e tricipiti","14 Nov 2024, 07:09","14 Nov 2024, 07:54","","Triceps Dip",,"",2,"normal",,10,,,
"Giorno 2: Gambe, spalle e tricipiti","14 Nov 2024, 07:09","14 Nov 2024, 07:54","","Rear Delt Reverse Fly (Cable)",,"",0,"normal",5,10,,,
"Giorno 2: Gambe, spalle e tricipiti","14 Nov 2024, 07:09","14 Nov 2024, 07:54","","Rear Delt Reverse Fly (Cable)",,"",1,"normal",5,10,,,
"Giorno 2: Gambe, spalle e tricipiti","14 Nov 2024, 07:09","14 Nov 2024, 07:54","","Rear Delt Reverse Fly (Cable)",,"",2,"normal",5,12,,,
"Giorno 2: Gambe, spalle e tricipiti","14 Nov 2024, 07:09","14 Nov 2024, 07:54","","Upright Row (Barbell)",,"",0,"normal",20,12,,,
"Giorno 2: Gambe, spalle e tricipiti","14 Nov 2024, 07:09","14 Nov 2024, 07:54","","Upright Row (Barbell)",,"",1,"normal",25,12,,,
"Giorno 2: Gambe, spalle e tricipiti","14 Nov 2024, 07:09","14 Nov 2024, 07:54","","Upright Row (Barbell)",,"",2,"normal",30,12,,,
"Giorno 1: Petto, dorso e bicipiti","13 Nov 2024, 13:33","13 Nov 2024, 14:24","","Bench Press (Barbell)",,"",0,"normal",70,8,,,
"Giorno 1: Petto, dorso e bicipiti","13 Nov 2024, 13:33","13 Nov 2024, 14:24","","Bench Press (Barbell)",,"",1,"normal",70,8,,,
"Giorno 1: Petto, dorso e bicipiti","13 Nov 2024, 13:33","13 Nov 2024, 14:24","","Bench Press (Barbell)",,"",2,"normal",70,6,,,
"Giorno 1: Petto, dorso e bicipiti","13 Nov 2024, 13:33","13 Nov 2024, 14:24","","Bench Press (Barbell)",,"",3,"normal",70,5,,,
"Giorno 1: Petto, dorso e bicipiti","13 Nov 2024, 13:33","13 Nov 2024, 14:24","","Incline Bench Press (Dumbbell)",,"",0,"normal",35,8,,,
"Giorno 1: Petto, dorso e bicipiti","13 Nov 2024, 13:33","13 Nov 2024, 14:24","","Incline Bench Press (Dumbbell)",,"",1,"normal",35,12,,,
"Giorno 1: Petto, dorso e bicipiti","13 Nov 2024, 13:33","13 Nov 2024, 14:24","","Incline Bench Press (Dumbbell)",,"",2,"normal",32,12,,,
"Giorno 1: Petto, dorso e bicipiti","13 Nov 2024, 13:33","13 Nov 2024, 14:24","","Chest Fly (Dumbbell)",,"",0,"normal",35,10,,,
"Giorno 1: Petto, dorso e bicipiti","13 Nov 2024, 13:33","13 Nov 2024, 14:24","","Chest Fly (Dumbbell)",,"",1,"normal",35,10,,,
"Giorno 1: Petto, dorso e bicipiti","13 Nov 2024, 13:33","13 Nov 2024, 14:24","","Chest Fly (Dumbbell)",,"",2,"normal",35,10,,,
"Giorno 1: Petto, dorso e bicipiti","13 Nov 2024, 13:33","13 Nov 2024, 14:24","","Lat Pulldown (Cable)",,"",0,"normal",55,4,,,
"Giorno 1: Petto, dorso e bicipiti","13 Nov 2024, 13:33","13 Nov 2024, 14:24","","Lat Pulldown (Cable)",,"",1,"normal",50,4,,,
"Giorno 1: Petto, dorso e bicipiti","13 Nov 2024, 13:33","13 Nov 2024, 14:24","","Bicep Curl (Dumbbell)",,"",0,"normal",14,10,,,
"Giorno 1: Petto, dorso e bicipiti","13 Nov 2024, 13:33","13 Nov 2024, 14:24","","Bicep Curl (Dumbbell)",,"",1,"normal",14,8,,,
"Giorno 1: Petto, dorso e bicipiti","13 Nov 2024, 13:33","13 Nov 2024, 14:24","","Bicep Curl (Dumbbell)",,"",2,"normal",14,8,,,
"Giorno 1: Petto, dorso e bicipiti","13 Nov 2024, 13:33","13 Nov 2024, 14:24","","Chin Up",,"",0,"normal",,8,,,
"Giorno 1: Petto, dorso e bicipiti","13 Nov 2024, 13:33","13 Nov 2024, 14:24","","Chin Up",,"",1,"normal",,8,,,
"Giorno 1: Petto, dorso e bicipiti","13 Nov 2024, 13:33","13 Nov 2024, 14:24","","Chin Up",,"",2,"normal",,8,,,
"Giorno 3: Total body","12 Nov 2024, 08:05","12 Nov 2024, 09:17","","Leg Press Horizontal (Machine)",,"",0,"normal",100,10,,,
"Giorno 3: Total body","12 Nov 2024, 08:05","12 Nov 2024, 09:17","","Leg Press Horizontal (Machine)",,"",1,"normal",100,10,,,
"Giorno 3: Total body","12 Nov 2024, 08:05","12 Nov 2024, 09:17","","Bulgarian Split Squat",,"",0,"normal",14,8,,,
"Giorno 3: Total body","12 Nov 2024, 08:05","12 Nov 2024, 09:17","","Bulgarian Split Squat",,"",1,"normal",14,8,,,
"Giorno 3: Total body","12 Nov 2024, 08:05","12 Nov 2024, 09:17","","Bulgarian Split Squat",,"",2,"normal",14,8,,,
"Giorno 3: Total body","12 Nov 2024, 08:05","12 Nov 2024, 09:17","","Concentration Curl",,"",0,"normal",14,10,,,
"Giorno 3: Total body","12 Nov 2024, 08:05","12 Nov 2024, 09:17","","Concentration Curl",,"",1,"normal",14,10,,,
"Giorno 3: Total body","12 Nov 2024, 08:05","12 Nov 2024, 09:17","","Concentration Curl",,"",2,"normal",14,10,,,
"Giorno 3: Total body","12 Nov 2024, 08:05","12 Nov 2024, 09:17","","Seated Incline Curl (Dumbbell)",,"",0,"normal",14,12,,,
"Giorno 3: Total body","12 Nov 2024, 08:05","12 Nov 2024, 09:17","","Seated Incline Curl (Dumbbell)",,"",1,"normal",14,12,,,
"Giorno 3: Total body","12 Nov 2024, 08:05","12 Nov 2024, 09:17","","Seated Incline Curl (Dumbbell)",,"",2,"normal",14,12,,,
"Giorno 3: Total body","12 Nov 2024, 08:05","12 Nov 2024, 09:17","","Single Arm Tricep Extension (Dumbbell)",,"",0,"normal",12.5,12,,,
